case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
662,complex_task_en,"I am troubleshooting bit timing consistency on the LIN bus. The current task is: after calling linMeasEdgeTimeDiffs to start the measurement, I need to extract the measured falling edge time differences (in nanoseconds) into a float array. Which read function and its parameter definitions can implement this function?",CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasEdgeTimeDiffs.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasEdgeTimeDiffs.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasEdgeTimeDiffs.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetFallingEdgesOfDisturbedByte.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasByteBitRates.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasBaudrate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINBits2Time.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINGetByteEndTime.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINTime2Bits.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINSyncError.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetInitTimeMaster.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryEventTiming.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINTime2BitsNS.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINBits2TimeNS.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasRespBaudrate.md']"
663,simple_task_zh,我想在SOME/IP服务端的事件组订阅状态发生变化时获得通知。,CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md,True,查询具体的函数/方法,True,4.0,"['CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribed.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribedConsumerSide.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPSubscribeEventGroup.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDClientEventGroupStatusChanged.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPSubscribeEventGroup.md', 'CAPLFunctions/CommunicationObjects/Methods/CAPLfunctionConsumedEventGroupRefSOMEIPRequestEventGroup.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpSDSubscribeEventGroup.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChanged.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPRequestEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPIsEventGroupRequested.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChangedIPv6.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDClientEventGroupStatusChanged.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthSDSubscribeEventGroup.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPUnsubscribeEventGroup.md']"
663,complex_task_zh,我正在仿真一个SOME/IP服务。目前的任务是：当有新的客户端订阅或取消订阅某个事件组（Subscribe Eventgroup）时，我需要在CAPL中捕获该动态，获取订阅者的IP、端口以及当前状态。请问该实现哪个特定的回调函数？,CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md,True,查询具体的函数/方法,True,3.0,"['CAPLFunctions/IP/SOMEIPIL/CAPLfunctionsSomeIPILOverview.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribedConsumerSide.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribed.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPSubscribeEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPRequestEventGroup.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPSubscribeEventGroup.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChanged.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpEventReceived.md', 'CAPLFunctions/CommunicationObjects/Methods/CAPLfunctionConsumedEventGroupRefSOMEIPRequestEventGroup.md', 'CAPLFunctions/CommunicationObjects/CAPLfunctionsCOOverview.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodRequest.md', 'CAPLFunctions/DistributedObjects/Objects/CAPLfunctionBinding.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChangedIPv6.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDClientEventGroupStatusChanged.md']"
663,simple_task_en,I want to be notified when the subscription status of an event group on the SOME/IP server side changes.,CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribed.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChanged.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribedConsumerSide.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDClientEventGroupStatusChanged.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChangedIPv6.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPSubscribeEventGroup.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDClientEventGroupStatusChanged.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpSDSubscribeEventGroup.md', 'CAPLFunctions/CommunicationObjects/Methods/CAPLfunctionConsumedEventGroupRefSOMEIPRequestEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPSubscribeEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPRequestEventGroup.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthSDSubscribeEventGroup.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupUnsubscribed.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPUnsubscribeEventGroup.md']"
663,complex_task_en,"I am simulating a SOME/IP service. The current task is: when a new client subscribes to or unsubscribes from an event group (Subscribe Eventgroup), I need to capture that dynamic in CAPL and get the subscriber's IP, port, and current status. Which specific callback function should I implement?",CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md,True,查询具体的函数/方法,True,3.0,"['CLibraryAPI/Functions/CAPLfunctioncclSomeIPSubscribeEventGroup.md', 'CAPLFunctions/IP/SOMEIPIL/CAPLfunctionsSomeIPILOverview.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDServerEventGroupStatusChanged.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPRequestEventGroup.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribed.md', 'CAPLFunctions/CommunicationObjects/EventProcedures/CAPLfunctionOnSOMEIPEventGroupSubscribedConsumerSide.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChanged.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSOMEIPSubscribeEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPSetEventGroupSubscribedHandler.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthSDServerEventGroupStatusChangedIPv6.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodRequest.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodResponse.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpSDClientEventGroupStatusChanged.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPUnsubscribeEventGroup.md', 'CLibraryAPI/Functions/CAPLfunctioncclSomeIPIsEventGroupRequested.md']"
664,simple_task_zh,我想设置测试服务库（TSL）创建Check时的全局时间精度（如毫秒、微秒或纳秒）。,CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md,True,查询具体的函数/方法,True,2.0,"['CANoeCANalyzer/Test/TestServiceLibrary/TSLPrecisionOfTheTimers.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md', 'CAPLFunctions/Test/CAPLfunctionsTSLConfigurationFunctions.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryPrecision.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLIntroduction.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionPtpTimeNow.md', 'CLibraryAPI/Functions/CAPLfunctioncclTimeSeconds.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSyncProducerDetail.md', 'CANoeCANalyzer/MOST/option_most_time_synchronization.md', 'CAPLFunctions/Other/Functions/CAPLfunctionTimeNowNS.md', 'CANoeCANalyzer/Test/TestServiceLibrary.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionPtpTimeFromSimulationTime.md', 'CAPLFunctions/Other/Functions/CAPLfunctionTimeNow.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCotfsSyncProducer.md', 'CAPLFunctions/Other/Functions/CAPLfunctionTimeNowFloat.md']"
664,complex_task_zh,我正在执行高精度的时间周期性测试。目前的任务是：我需要将当前节点的TSL时间精度从默认的ms（3）更改为us（6）或ns（9），以便后续创建的Check能以更高的清晰度评估时间条件。请问对应的配置函数名是什么？,CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLPrecisionOfTheTimers.md', 'CAPLFunctions/Test/CAPLfunctionsTSLConfigurationFunctions.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorSetClockTickLength.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSetClockTickLength.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryPrecision.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorResetClockTickLength.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP3Tester.md', 'CAPLFunctions/VTSystem/Functions/CAPLfunctionVTSvtsSetTransferCycle.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINSchedulerModeChange.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionResetClockTickLength.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP4Tester.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSyncProducerDetail.md', 'CAPLFunctions/VTSystem/Functions/CAPLfunctionVTSSetTransferCycle.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCotfsSyncProducer.md']"
664,simple_task_en,"I want to set the global time precision (such as milliseconds, microseconds, or nanoseconds) when the Test Service Library (TSL) creates a Check.",CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLPrecisionOfTheTimers.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryPrecision.md', 'CAPLFunctions/Test/CAPLfunctionsTSLConfigurationFunctions.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSetClockTickLength.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorSetClockTickLength.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP3Tester.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionPtpTimeNow.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSetTimeOutValue.md', 'CLibraryAPI/Functions/CAPLfunctioncclTimeSeconds.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorResetClockTickLength.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSyncProducerDetail.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionResetClockTickLength.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCotfsSyncProducer.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP4Tester.md']"
664,complex_task_en,"I am performing high-precision time periodicity tests. The current task is: I need to change the TSL time precision of the current node from the default ms (3) to us (6) or ns (9), so that subsequent Checks can evaluate time conditions with higher clarity. What is the corresponding configuration function name?",CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/Functions/CAPLfunctionChkConfigSetPrecision.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLPrecisionOfTheTimers.md', 'CAPLFunctions/Test/CAPLfunctionsTSLConfigurationFunctions.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorSetClockTickLength.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryPrecision.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSetClockTickLength.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionSensorResetClockTickLength.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP3Tester.md', 'CAPLFunctions/Sensor/Functions/CAPLfunctionResetClockTickLength.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionPtpTimeNow.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetP4Tester.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSyncProducerDetail.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCotfsSyncProducer.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkConfigInit.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetW4Tester.md']"
665,simple_task_zh,我想监控LIN总线外部主节点的波特率是否发生变化。,CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateDevMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasHeaderBaudrate.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasRespBaudrate.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrate.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetBaudrate.md', 'CANoeCANalyzer/LIN/HowTos/LINHardwareMasterMode.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetFrameRate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetInitTimeMaster.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINMessage.md']"
665,complex_task_zh,我正在测试LIN从节点的自适应波特率能力。目前的任务是：当LIN硬件（运行在Slave模式）测量到外部主节点的波特率产生超过0.5%的偏离时，我需要在CAPL中捕获这一事件。请问该查阅哪个特定的事件过程定义？,CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasHeaderBaudrate.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateDevMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasBaudrate.md', 'CAPLFunctions/LIN/CAPLfunctionsLINOverview.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateMaster.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/18LIN.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasRespBaudrate.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetBaudrate.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINMessage.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINInitSetBaseBaud.md']"
665,simple_task_en,I want to monitor whether the baud rate of an external main node on the LIN bus changes.,CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateDevMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasHeaderBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrate.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasRespBaudrate.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetBaudrate.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'CANoeCANalyzer/LIN/LIN_LIN-Channel_Baudrate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINInitSetBaseBaud.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrateDetectionRange.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetFrameRate.md']"
665,complex_task_en,"I am testing the adaptive baud rate capability of a LIN slave node. The current task is: when the LIN hardware (running in Slave mode) measures a deviation of more than 0.5% in the baud rate of the external main node, I need to capture this event in CAPL. Which specific event procedure definition should I consult?",CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINBaudrateEvent.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasHeaderBaudrate.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateDevMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetMeasBaudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateMaster.md', 'CANoeCANalyzer/LIN/LIN_LIN-Channel_Baudrate.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINMeasRespBaudrate.md', 'CAPLFunctions/LIN/CAPLfunctionsLINOverview.md', 'CAPLFunctions/KLine/Functions/CAPLfunctionKLineSetBaudrate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINInitSetBaseBaud.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBaudrateDetectionRange.md']"
666,simple_task_zh,我想为特定节点的网络连接设置新鲜度（Freshness）值。,CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeGetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalSetFreshness.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityOfNodeQueryFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalGetFreshness.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILSetNodeProperty.md', 'CAPLFunctions/J1939/J1939InteractionLayer/Functions/CAPLfunctionJ1939ILSetNodeProperty.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILSetNodeProperty.md', 'CAPLFunctions/Obsolete/Functions/OnLocalSecurityQueryLocalFreshness.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityLocalQueryFreshness.md', 'CAPLFunctions/MOST/Functions/CAPLfunctionMOSTSetGetStressNodeParameter.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerFS/CAPLfunctionsISOILFSNetworkProperties.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestILSetNodeProperty.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerTC/CAPLfunctionsISOILTCNetworkProperties.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/CAPLfunctionsISOILVTNetworkProperties.md']"
666,complex_task_zh,我正在处理车载信息安全测试。目前的任务是：我需要手动指定某个节点在特定网络上的新鲜度数值（Freshness Value），以模拟新鲜度计数器的更新。请问该函数的语法定义，以及它如何通过freshnessIdentifierString或freshnessValueId来标识特定的字段？,CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md,True,查询具体的函数/方法,True,2.0,"['CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeGetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalSetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalGetFreshness.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityOfNodeQueryFreshness.md', 'CAPLFunctions/Obsolete/Functions/OnLocalSecurityQueryLocalFreshness.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityLocalQueryFreshness.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSetNodeId.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSetTestmoduleNodeId.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeCalculateAuthenticator.md', 'CAPLFunctions/Obsolete/CANopenNodeLayer/Functions/CAPLfunctionCoTfsUseNodeId.md', 'CAPLFunctions/J1939/J1939InteractionLayer/Functions/CAPLfunctionJ1939ILSetNodeProperty.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILSetNodeProperty.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILSetNodeProperty.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsGetTestmoduleNodeId.md']"
666,simple_task_en,I want to set the freshness (Freshness) value for the network connection of a specific node.,CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeGetFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalSetFreshness.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILSetNodeProperty.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILSetNodeProperty.md', 'CAPLFunctions/J1939/J1939InteractionLayer/Functions/CAPLfunctionJ1939ILSetNodeProperty.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityOfNodeQueryFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityLocalGetFreshness.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestILSetNodeProperty.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetKey.md', 'CAPLFunctions/Obsolete/Functions/OnLocalSecurityQueryLocalFreshness.md', 'CAPLFunctions/Security/Functions/CAPLfunctionSecurityOfNodeSetOperationParameter.md', 'CAPLFunctions/Security/CallbackHandler/CAPLfunctionOnSecurityLocalQueryFreshness.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerTC/Functions/CAPLfunctionIso11783TCILSetNodeProperty.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILSetNodeProperty.md']"
